hotel_name,hotel_city,cleanliness_score,room_score,service_score,location_score,value_score,safety_score,comfort_score,transportation_score,noise_score
can_quebec_montreal_days_hotel_and_conference_center_montreal_metro,montreal,3.0359249606430723,3.338690588142906,3.2791427489368377,3.0475382053712634,2.2118829968044365,3.0819368343920144,2.9023422845615037,3.200805184014902,1.5793567113219082
can_quebec_montreal_days_inn_montreal_downtown,montreal,3.4676214339691276,3.681977729222526,3.307343272956243,3.4960695837586013,2.6451512063147584,3.584553043608657,2.901357843578546,3.560922490197454,2.0254717479304762
can_quebec_montreal_delta_centre_ville,montreal,2.98579511169972,3.710402791588384,3.4808846680335472,3.4813692944225636,2.6225760017227553,3.0306868371625737,3.555219689080714,3.6373946935938797,1.8506503898873021
can_quebec_montreal_delta_montreal_hotel,montreal,3.4092615033377727,3.605159977093758,3.484112699504045,3.4011762732599924,2.7512859301499413,3.023330036432836,3.232178008887356,3.3149161017010713,1.8095088713650958
can_quebec_montreal_econo_lodge_downtown,montreal,2.208871250716355,1.9469537770174976,1.9319572744171627,2.0148238710665405,1.8032797230427797,2.725433901524432,2.4652459128559774,2.504825861700013,1.6953407343990952
can_quebec_montreal_embassy_suites_montreal,montreal,3.1120298049313053,4.330096409119764,3.891952927957825,4.3670359198867175,2.749701552743514,2.9758976673636055,3.4142964676649,3.841938294085707,1.9770599206932404
can_quebec_montreal_fairfield_inn_suites_montreal_airport,montreal,3.130871193387658,3.879068625735502,3.082793579039041,3.039358387571793,2.3472690279528785,2.828921396532876,2.8937099685633987,3.479963931203016,2.4042349827600447
can_quebec_montreal_fairmont_the_queen_elizabeth,montreal,2.813257104266383,3.8079152319033804,3.86847157236537,3.523041129391307,2.4068553198712515,2.952027461827983,2.9568462905269186,3.5327630582047314,1.7600068197814434
can_quebec_montreal_gouverneur_hotel_place_dupuis,montreal,2.920930595054836,3.551308665670085,3.697805145309146,3.281984170153008,2.932764702015989,3.045866189071064,2.998733122555574,3.3384594830484273,1.6389389947941542
can_quebec_montreal_grand_plaza_montreal_centre_ville,montreal,2.6465015719729243,3.4134698444883367,2.802246513130682,3.151986419042214,2.72227052234658,3.024763893116179,3.5089465017086408,3.0351123458585043,1.9581928854108108
can_quebec_montreal_hilton_garden_inn_montreal_centre_ville,montreal,3.8461893132100324,4.081742049292912,4.373157721358717,3.8777614759874877,2.6625017645897087,3.098362501090406,3.811410014061612,3.8023220744713377,1.7967755733526225
can_quebec_montreal_hilton_montreal_bonaventure,montreal,3.0147268743109477,3.6836458499859015,3.5103076295214417,3.379024716757517,2.6129436261913637,2.9500263156927167,3.227987301698603,3.5583365641133375,1.9500343388899295
can_quebec_montreal_holiday_inn_express_hotel_suites_montreal_airport,montreal,3.487847113659404,4.084556684750245,3.9263101999966796,2.714202847017824,2.660673430878401,3.1957528093172822,3.279695219526069,2.639174604457814,1.7929616825161632
can_quebec_montreal_holiday_inn_express_montreal_centre_ville,montreal,3.468202055533814,4.070148840774984,3.46531709842771,3.88864784697884,2.916903993798731,3.4990074578389705,3.3460821348374234,3.819943623585891,1.843274025682022
can_quebec_montreal_holiday_inn_montreal_airport,montreal,1.8975923271115156,2.095541777542273,1.7887107717115542,2.0855547976023443,1.4556272994411086,2.453038926484005,2.29886916269011,2.0094964108399864,1.4863879858944056
can_quebec_montreal_holiday_inn_montreal_midtown,montreal,2.6377582706179252,2.8763753144238224,2.68632960209987,2.899001875848676,2.4069483217448338,2.946520338452934,2.357420787501656,2.789535199518129,1.6309470587259254
can_quebec_montreal_holiday_inn_select_montreal_centre_ville,montreal,2.9334294290282488,3.385024336886015,3.0666390751754347,3.237860338024963,2.6032532131336295,2.929973299470882,3.1018755225111,3.347116740771031,1.8192813883768983
can_quebec_montreal_hotel_7_saisons,montreal,1.7327085747100237,2.0724970527887883,1.5504454422543206,2.1183922473637793,2.3343406674271137,2.828921396532876,2.972287325154798,1.0,1.674440091462181
can_quebec_montreal_hotel_a2k,montreal,3.440514212833868,3.506042031512539,2.9735077638329734,3.1243577383932513,2.948504711434469,3.51167163619471,3.3299005550989813,2.9447506881244143,1.6328104347627548
can_quebec_montreal_hotel_auberge_universel,montreal,2.566783788137442,3.0276672203122996,2.8635158599801125,3.046887707084743,2.2489767796190474,3.504199740322792,2.574800650425798,3.0823806004305725,1.6991928258191638
can_quebec_montreal_hotel_casa_bella,montreal,3.155437197319869,3.1649934355191487,3.32819892957785,3.0208541989997166,2.101361841796832,3.1451526140629427,2.1017765604813965,3.1122944593273596,1.8806892781174827
can_quebec_montreal_hotel_champ_de_mars,montreal,2.8903385019596266,3.02695936045475,2.9063259743192074,2.9015231037525417,2.2739458671151755,3.0017990580140625,2.4832942648152576,3.065712392208584,1.9554885744916874
can_quebec_montreal_hotel_dauphin_montreal_downtown,montreal,3.900286742578798,4.172666113869442,3.6264736686588526,4.647605092908089,2.9737213055767313,4.494174497914566,4.274450772037343,4.154331911388788,1.842266271416964
can_quebec_montreal_hotel_de_l_elysee,montreal,3.420667186190942,3.2668699240742476,3.261488187751126,2.9629553628403595,2.772087239197588,2.3687242724242923,2.17023186846924,2.96230132314537,1.5559467447882607
can_quebec_montreal_hotel_de_l_institut,montreal,2.8656082642053597,3.233059116348359,3.4329845980835256,3.8049612572361267,2.9125064460985843,3.2499440194177533,2.8457377994785666,3.873879885370482,1.674440091462181
can_quebec_montreal_hotel_de_la_couronne,montreal,1.0,1.0247192395797335,1.2681685902356183,2.67772274146855,1.2794173732421075,1.0,1.9464008043130892,2.7132403424339144,1.674440091462181
can_quebec_montreal_hotel_de_la_montagne,montreal,3.1505322169020853,3.916207039637283,3.8046142262162097,3.8495086772228344,2.9005888724381013,3.115620569841241,4.049506054850327,3.6376854504535703,2.088099821813967
can_quebec_montreal_hotel_de_paris,montreal,2.5637186884359364,3.015869585207144,3.0139373081831744,3.026093190995026,2.3934926302774926,2.726514314455634,2.519843667061389,2.8225460831347133,1.4646801047094402
can_quebec_montreal_hotel_dorion,montreal,4.060164809560476,4.00860789008536,3.7679570998318623,3.5609855052331674,2.4908533323856736,3.6371973520862038,3.70120624558065,3.9842489567515202,2.1529081394453895
can_quebec_montreal_hotel_du_fort,montreal,3.643283484220814,4.247071122973839,4.196432791236555,4.079905497554426,3.125157398129343,3.4217370660322812,3.8082037828672735,4.11373799452625,1.9897811511635477
can_quebec_montreal_hotel_du_manoir_saint_denis,montreal,2.7732545977463756,2.893816512715115,2.703016514704152,3.0213779926911766,2.700790044384423,2.828921396532876,3.046306058023847,2.6250319822882844,2.4088942491416274
can_quebec_montreal_hotel_du_nouveau_forum_montreal,montreal,2.2555706380572604,2.1940391262853014,2.755341041230944,2.8420049586723914,1.9647956968422438,3.208923676578589,1.825223441188408,2.4302337235098435,1.80175285474507
can_quebec_montreal_hotel_elegant,montreal,3.100246223766127,2.878468946663018,2.7101249461029355,3.223292258243119,2.2252343768814793,3.1608751886245234,1.85245934431493,3.1291848922899574,2.0217193718596445
can_quebec_montreal_hotel_eureka,montreal,2.0956441388885976,1.9040149618154034,1.6273477913721992,2.072905602875612,1.3818246518856503,2.2944855919562306,2.230715091970752,2.0438214299239394,1.1154765925952967
can_quebec_montreal_hotel_europeenne,montreal,3.127663171996564,3.40517371987492,2.9726928414886205,3.454915142713039,2.5397981391602436,3.9419958900741237,2.681366456586346,3.4325116749728593,1.9074897936794293
can_quebec_montreal_hotel_gault,montreal,2.810638594536142,4.353947787919452,4.619132740192235,3.775832808444061,2.462736161481188,2.8768047444303746,4.300256430311219,3.384039331210715,1.905508867939665
can_quebec_montreal_hotel_kutuma,montreal,3.075775527866548,4.560971165317239,4.329739502764417,4.159544338784231,2.7294194119171395,3.497290050050313,4.062658570242405,4.072509150028749,1.8488458178031348
can_quebec_montreal_hotel_l_abri_du_voyageur,montreal,3.819984956967357,3.668417965419554,3.2876335799678866,3.7257381498938367,2.8982568800448973,4.426532073101921,3.438321709879994,3.3024739934564256,2.220268801734079
can_quebec_montreal_hotel_le_bourbon,montreal,3.282610356712864,2.9800523740608345,2.690339890618983,3.38054271927302,2.747218736483253,3.167295816048904,2.6262720216555957,2.751130312096924,2.0105606897544983
can_quebec_montreal_hotel_le_breton,montreal,2.6595850946063946,2.0612380654202296,2.162846814913288,1.314748356192701,1.7565910950944108,3.0661329037926857,2.864377581921886,1.2530669062372395,1.0
can_quebec_montreal_hotel_le_crystal,montreal,2.8821846528773323,4.377720783912194,4.364965355093986,4.036117932242538,2.8388141527840753,3.1930723899135955,3.6841406860001165,3.785808446367852,1.8428128059291538
can_quebec_montreal_hotel_le_prestige,montreal,3.8254862537912535,3.747666651285748,2.1869892378085023,3.8219962352490864,3.6619712586092388,2.828921396532876,1.9464008043130892,3.8546473832893047,3.6238539555737375
can_quebec_montreal_hotel_le_rivage,montreal,3.527348407179877,5.0,2.850563084202598,3.513269200573304,2.540237644825578,2.828921396532876,1.9464008043130892,3.542214306303287,3.253489939329434
can_quebec_montreal_hotel_le_saint_andre,montreal,3.0227104973423735,3.4004795985226117,3.6850856316594203,3.1680790463526125,2.779550129027295,3.346032148899902,2.971728280569306,3.123862205793499,1.6654910938636664
can_quebec_montreal_hotel_le_st_james,montreal,2.5701577066952415,4.044705892042853,4.2758605027976015,3.4832801347311975,2.6147919954025367,2.981802889503011,3.210519342175378,3.4101962144437126,1.8402794531830875
can_quebec_montreal_hotel_les_suites_labelle,montreal,3.1907834717878467,3.275647041424373,2.881912401203673,3.268229312329819,2.8397890779239674,2.8477447260185516,2.794182019635999,3.4053918073552945,1.6748391940524114
can_quebec_montreal_hotel_manoir_des_alpes,montreal,3.462248046406958,3.3224889832905786,3.2602555599887126,3.155267752694268,2.667189403542118,3.0043285106230164,2.4116474711444678,3.095642153971299,1.7389729630064767
can_quebec_montreal_hotel_maritime_plaza,montreal,2.9989211226930093,3.2284542552977533,2.904773914924719,3.054793473717724,2.5868880812686883,2.8475436216837546,2.9225393788346192,2.8851898526963673,1.9185794366457767
can_quebec_montreal_hotel_montreal_centrale,montreal,3.1595207590790735,3.127822191612312,3.3681462850930353,2.7758329539482833,2.402338798220897,2.828921396532876,2.282549327506395,3.928728130633331,1.8665317327890714
can_quebec_montreal_hotel_nelligan,montreal,2.8137706453761155,4.484826454582827,4.524926398679405,4.023066164861551,2.5851783522088994,3.017548793469496,4.048325977090993,3.452888412573864,2.1646814006258395
can_quebec_montreal_hotel_omni_mont_royal,montreal,3.089000628875798,3.936110259830557,3.739444060080997,3.7197410340495005,2.6828066214540662,3.086520546503076,3.4967523811703605,3.4055298868213106,1.8323109204872696
can_quebec_montreal_hotel_park_avenue,montreal,1.9787078202010788,1.9278554791297906,2.4205881343319113,1.832555334984213,1.461420102027266,3.1762812947309818,1.9464008043130892,2.0720904872500396,1.5496924118306903
can_quebec_montreal_hotel_plateau_royale,montreal,3.535512359740861,4.044700016539938,3.4154323849694466,3.3569674582614963,2.962777322497342,2.828921396532876,3.061587927319091,3.6211166934450096,2.013711685362162
can_quebec_montreal_hotel_ruby_foo_s,montreal,3.0346954358724,3.2481432492160502,3.0627234516578214,3.2492964855231645,2.004354948685356,2.828921396532876,3.1095300345912977,3.12533093187184,1.7489061690931316
can_quebec_montreal_hotel_st_denis,montreal,4.091777469639371,4.085849509299255,3.891891208899279,3.991693176153809,3.3035980145005754,3.7655280514454623,4.066312137124527,3.8751755701687616,2.2369106573894535
can_quebec_montreal_hotel_st_paul,montreal,2.748485116873436,3.734754699326614,3.9721309733345747,3.365389144559629,2.475954273806815,2.8879143393166387,3.6801651686947845,3.3434300701951503,1.9552158781759825
can_quebec_montreal_hotel_terrasse_royale,montreal,3.7451683842979833,3.9969576367199164,3.951570072308843,4.125330699413109,3.7681153794968547,4.0240532997412135,4.346342732983274,4.3018881953738966,2.5828074433550388
can_quebec_montreal_hotel_viger,montreal,2.969895030021741,3.0522609118706963,2.850027675162723,3.0250203301898364,2.717896545856348,3.0325382685251525,2.004434814670316,3.0229546233729834,1.6796777710054496
can_quebec_montreal_hotel_villa,montreal,2.711670609067993,2.939116242217373,2.974254405499905,2.699339357851179,2.2586941164088827,2.410068449270663,2.1338713805885616,2.637790655426445,1.435506580689256
can_quebec_montreal_hotel_xixe_siecle,montreal,3.3504778916619506,4.4230530188663915,4.683479311145339,4.093794986470914,2.7711185011297914,2.991876915966852,4.070946146703497,3.874865233771607,1.8921194129400263
can_quebec_montreal_hyatt_regency_montreal,montreal,2.966299161077014,3.574232194731894,3.3483436335219863,3.5132461123629106,2.8520782359261805,3.1355181109877144,3.579599720485463,3.4139892807100325,1.9313060068968255
can_quebec_montreal_intercontinental_montreal,montreal,2.9275995474474215,3.9784242490529365,3.836637397261879,3.738522032399607,2.7730999237298253,3.1015956119583343,3.783111581581652,3.8530901282961367,1.9346892223868362
can_quebec_montreal_knights_inn_montreal_west,montreal,1.151114211816366,1.0,1.0,1.0,1.0,2.828921396532876,1.3833077686525335,1.6729676088524428,1.674440091462181
can_quebec_montreal_l_appartement_hotel,montreal,3.6819086474116447,4.315679311040031,3.7583639809337486,3.7633760515678163,2.9217208324136568,3.3399224437134,3.42953155538226,3.725472944256297,2.102962202111014
can_quebec_montreal_la_presidence_deluxe_apartments,montreal,3.2777179056876666,4.185364090431453,3.4070695480568025,3.552867864709374,2.70492833264473,2.828921396532876,3.9394098896847156,4.137511206569576,1.8483920576508512
can_quebec_montreal_la_residence_du_voyageur,montreal,2.4220394259267244,2.197139571290118,2.5798599529602058,2.6061666881664376,1.535976644600015,2.828921396532876,2.2404809315179026,2.362564286808908,1.6406041372504778
can_quebec_montreal_la_tour_belvedere,montreal,2.714429464704855,2.4898989326303482,2.334881850766374,2.969072182662056,2.506949061596343,2.828921396532876,2.736986223009894,2.6109546535445722,2.1244822866824897
can_quebec_montreal_la_tour_centre_ville,montreal,2.055817144334017,2.276895671237866,2.054219654776041,2.5269873518935158,1.7853288812334256,2.7495015897354866,2.3537019099157037,2.521467927293087,1.672951148376208
can_quebec_montreal_le_1_rene_levesque,montreal,3.574895686816597,3.9746644055273275,3.2713756701776058,3.729184996882194,2.9730421885235554,3.095241696762362,3.3183788023740433,3.6548801309681713,1.9525593033901796
can_quebec_montreal_le_cantlie_suites_hotel,montreal,3.072366330463894,3.3114315358114097,3.0514910212906843,3.3409893068698806,2.4859292321149606,2.8987645520187115,2.920104613532553,3.258304721428117,1.8747025839790177
can_quebec_montreal_le_germain_hotel_montreal,montreal,2.971043265743846,3.891543241652131,4.155573862434634,3.4717141959616886,2.1773096456440073,2.828921396532876,3.4258702834987673,3.198029644129895,1.773561206744312
can_quebec_montreal_le_meridien_versailles,montreal,2.917080633581733,3.7222958133464465,3.638967775723898,3.3189456779598867,2.5500083994858462,2.8819342947022415,3.1650350535979253,3.4803427241162854,1.8456973119203468
can_quebec_montreal_le_montfort,montreal,2.6554069542968373,3.1975077635053935,2.803315825000986,3.0275377043425484,2.0559386825073194,2.5265318368482657,3.048475296583352,2.8532176320226608,2.0962038051283223
can_quebec_montreal_le_nouvel_hotel_montreal,montreal,2.9650571383450073,3.2189054575850786,3.035894507856455,3.2242898937551554,2.5268511720433438,3.040862315851822,3.274268832558079,3.340859717481282,1.7506433017307774
can_quebec_montreal_le_petit_hotel,montreal,2.5691209781713784,4.455852894060765,5.0,3.3801446343035515,2.288938787181705,3.433677845964488,4.2577997217367045,3.555548150757929,2.0367940151910178
can_quebec_montreal_le_place_d_armes_hotel_suites,montreal,2.8507216648413425,4.353202561222574,4.315694987657899,3.899175047324492,2.7096567581857194,3.0395200817669537,3.9852405716731605,3.6687978620002313,2.093502538999501
can_quebec_montreal_le_relais_lyonnais,montreal,3.4001985757317694,4.572945752485722,3.7881840048744815,4.278642711743604,2.6827935732327317,3.1160169431379265,4.073253227235975,3.8542769555956524,2.485240509998631
can_quebec_montreal_le_roberval,montreal,3.3017638639022353,3.22458657352485,2.877901283197567,3.347578090429095,2.5720692049126948,3.3998320203094905,2.0897681575320215,3.1740059256892996,1.8392503282613633
can_quebec_montreal_le_saint_malo,montreal,3.0939116188829505,2.880032448385591,2.741358492482566,2.8094783981950817,2.4997476498882225,2.7017700756928114,2.7353289275114285,2.6479422242851904,1.570634748382659
can_quebec_montreal_le_saint_sulpice,montreal,2.9206930181162583,4.477145280740018,4.376329167743549,4.14851990007436,2.5451989964965422,2.9146989233474825,4.213965500951556,3.7002630155864993,2.029048836522473
can_quebec_montreal_le_square_phillips_hotel_suites,montreal,3.5748437189584803,4.601943779676493,4.354925452469637,4.375000219261791,3.1013705913511482,3.169601178102959,3.399191506160538,4.00926564227532,1.8955548350895426
can_quebec_montreal_le_westin_montreal,montreal,3.017636516216714,3.3945106510569416,3.0092311656332162,3.270412292476543,2.17454522589868,2.840114929305882,3.4758815134034093,3.236746153687445,1.604005998483018
can_quebec_montreal_les_studios_hotel,montreal,3.308656606045144,4.163520024801322,4.333856492987859,3.283001377747631,3.0149051208532915,5.0,1.9464008043130892,4.353601796530753,1.674440091462181
can_quebec_montreal_loews_hotel_vogue,montreal,2.914396877862517,4.58203245296776,4.542771737203787,4.136237941501623,2.484770208125477,3.1331416006294615,4.208803170927325,3.441969811659224,2.2048328783183573
can_quebec_montreal_lord_berri,montreal,2.9471020689910254,3.2148797942637777,2.828177077200947,3.335979834165015,2.2054871814409034,3.2186004679912874,2.9777598347993073,3.392006579304829,1.8587440322500326
can_quebec_montreal_manoir_ambrose,montreal,3.1583644719925594,3.4064424934131723,3.3897542640453935,3.8558949654783286,3.386905455511712,2.828921396532876,3.2246653174224416,2.8568831969348203,1.674440091462181
can_quebec_montreal_marriott_chateau_champlain,montreal,3.162221515060871,4.1040645606569655,4.084805206473655,3.984790382940615,2.653291659195977,3.039047952980821,3.7261583376897485,3.9933998541485685,1.7913245323896039
can_quebec_montreal_marriott_residence_inn_montreal_airport,montreal,4.0438207233307955,4.038337555778133,4.250588594031239,4.214206400050119,2.956155588675309,3.380933949076226,3.655157032733367,4.249344039184191,2.3361978185493246
can_quebec_montreal_mcgill_new_residence_hall,montreal,2.2831685994537487,3.6735015820013888,2.7679308905274618,3.4177369505766837,2.4503174330880686,2.828921396532876,2.886864026758507,3.161290199604551,1.674440091462181
can_quebec_montreal_novotel_montreal_center,montreal,3.337062329516296,3.916143048080316,3.633902086037222,3.7702935269758777,3.0705160772226505,3.47758088624013,3.4845549361664587,3.604142245288416,2.0984128168233522
can_quebec_montreal_opus_hotel_montreal,montreal,2.590675095126187,3.7595945347923188,3.8473562899165814,3.4977498508484848,2.2107961913560867,2.8727841803393614,3.557247111535382,3.247511702163235,1.9349873904857173
can_quebec_montreal_parc_suites_hotel,montreal,3.6699301122390495,4.427989294175996,3.9471120883728243,3.995288262367347,2.6915803125440902,3.1470054202363817,4.1219175823974705,3.7276768077332343,1.8550978014690072
can_quebec_montreal_quality_hotel_downtown,montreal,3.3675681202167755,3.7300740650071753,3.788855358140477,3.861831689862258,2.8421871698478833,3.4952984448538644,2.979923633419186,3.8391865695511016,1.7724114416328702
can_quebec_montreal_quality_hotel_midtown,montreal,2.407024555694455,2.9127962099465385,2.566373972488874,2.67485085891181,2.3162887589263628,2.8881644546863754,2.11857522424629,2.318543878780821,1.9088176334744742
can_quebec_montreal_quality_inn_downtown,montreal,3.177619546845037,3.336452614270522,3.0472989659313807,3.391688272174415,2.5045471375289954,3.2540181857549686,2.9999084820819197,3.1125830553775033,2.0919174562543708
can_quebec_montreal_quartier_latin_hotel,montreal,2.536451366535024,2.6370554974339715,2.2387844262566094,2.522670708528388,2.2191825105006058,3.428192481521461,2.020909052618089,2.8413669357703517,1.6164217846328546
can_quebec_montreal_red_carpet_inn_parc_olympique,montreal,1.1214135797911136,1.2742164459595076,2.1869892378085023,1.7080098564996011,1.284056927892295,2.828921396532876,1.0,1.236560930021493,1.1574956529244445
can_quebec_montreal_residence_inn_by_marriott_montreal_downtown,montreal,3.3973973731694795,4.1898176843608415,4.241735795981669,4.177200782044322,2.598304495586734,3.043218113555433,3.341966616772477,3.8477423108951503,1.806187734371132
can_quebec_montreal_residence_inn_montreal_westmount,montreal,3.160273763486898,3.583030583669809,3.321471078326987,3.203367417437774,2.379839784676233,3.1809491926482827,2.808934227087934,3.6959742841128107,1.8524329093266312
can_quebec_montreal_ritz_carlton_montreal,montreal,2.6919605206501203,3.4802485363913487,3.41341600126276,3.087834977413309,2.5026867229618635,3.183828199780734,2.5751026022979584,2.681562502082067,1.7932885454398693
can_quebec_montreal_royal_versailles_hotel,montreal,2.855927864927235,3.1678841712727563,3.3727734487680143,2.5490966924011875,2.162264159806095,2.828921396532876,2.6234366010345935,2.794094109218097,1.674440091462181
can_quebec_montreal_sandman_hotel_montreal_longueuil,montreal,3.4896530902002976,3.567728342400587,3.6659194955773517,3.227564518914673,2.926122628068824,3.145741266860568,3.151796330528073,3.663340955314248,1.895797635356447
can_quebec_montreal_sheraton_le_centre_montreal_hotel,montreal,3.0086791426799326,3.7003974205610763,3.4209642098759803,3.566103915448884,2.7244879923834437,3.139771102887826,3.6172085939762444,3.3990577545937164,1.6954776097845459
can_quebec_montreal_sofitel_montreal,montreal,2.9412956018091143,4.261565792174127,4.198694017340635,3.7270278553505523,2.8229205823918067,2.9806544471154357,4.118860259202622,3.5824074224196134,1.89307800852235
can_quebec_montreal_springhill_suites_old_montreal,montreal,3.676861127750417,4.28079640469114,4.212360959329331,4.29747246058457,2.722746558961275,3.1663375757276184,3.421613798694692,4.107586840562416,1.9668706172960757
can_quebec_montreal_terrace_st_denis,montreal,5.0,4.677578586488942,2.1869892378085023,5.0,5.0,2.828921396532876,1.9464008043130892,5.0,5.0
can_quebec_montreal_travelodge_montreal_centre,montreal,2.618430373441259,2.6761983772063784,2.4973563767645786,2.5677030366239473,2.0448852793236925,3.1585245912173106,1.9989516355049148,2.645920721337516,1.7465613747825484
can_quebec_montreal_w_montreal,montreal,2.7080359104964433,3.906813262209579,4.002770488547581,3.402386824078775,2.421647139400707,2.967587055191254,3.332321140917121,3.3095376960834733,2.0422725234741717
